puuid,platform,match_routing
STaIv4vVi5Tq_CdoZYyIzYPrDRFc9SHDQI1nCiVfE6rKMCokv9hs8DAECjVLrAFdNp0-vUZa_KbFzQ,kr,asia
mhrDxE4BVVM9z0RKxmHfFx54DafeYKz-pfWrlWAzOd50qp09RjMyJHvibZg5zBReNksTQHXK6QRjaA,vn2,sea
kWIrjWIkvQhqOUNtFpx3iomUM8Ii45TnQA-WNSl_YzS_sktMnFMbHF9xG3KL_HBaAfwg4Ev9HwCefw,na1,americas
lRcuPAh4eydjh7KVOuAll9jpeQjaMSdT4dTiXvZLmehDntniHDFO2tux3MC7mQE3cKdPoGEf-BLlvQ,na1,americas
0EmNvMDcPROm1tz503SUKJLmohyEPltZ3ku_vbp81mCeGktnt083S-D4g47LKxnsi37nGuV-A8CctQ,vn2,sea
tgTN0Z3wxA2LkQQ9IQEmHXbuXi6-4mmDm5NSiVwRdSxzsrwJpzN629hybf-tbzNpvuMsVzYXkJAfdg,euw1,europe
OcYTRKjyBffPkEDJMXMsxCLAVJxZaGx8I1UcEBfjzH1pmEwfnVWHRkyYZVlImdPhhrC7aB4cF0F38g,na1,americas
8xYcW9riViZBG-RovxedUW6Bhikok28tbUvFfL0Xc3iHt8GZnz3YTbK36yUCdjCyeDl9muGfuGPeCA,na1,americas
BqBdJCol4gGBA-3EwuaVvVMCU5H1YUW3dGeQIwYJrK4pGQv5VxMHRLTWQE3aqhoXKk1RLd7J430Bbg,na1,americas
1dTt-6MFZ2XU9ICqL5pfrCvVpmQez8jAljq4sLqDnkQqxPm2VCw6-5A9AExofBZjzyY-6PfT4x-RRQ,vn2,sea
dGav1qes82y_8yU0oJEMBM7Wkf4ZjHAdAKv0KDHrX56G8Ef205l96YQP1m_OupnKsZ-4UDSBO4-IGQ,na1,americas
Xfsvn7cdAdmASKIXPkSVmgVM9SnyOm0gDPp0jTqRH60ITgqUrXzMMXP3IfyznVimvBVESvDq0VdVng,euw1,europe
qndO1aX_jmlb8iPQwhc80TK_NtJan09u6820DigMidfoADUZHR8Yzk2BdrI3fRNO0qdZQTYbj-GSHg,na1,americas
zDfcK-7IAMGFB5de6iHFbmGchxUNfxvedJfIwNlQX99YyTF2Oxb_i1rlw_VFJfXI7gsO9DopPyrxIQ,na1,americas
Z3cYHo4W73OgOcVRJcz1RheFgwhKwTGWnSWb0Z4-WTtKZARHP16nxBI_Qc0YyM954X2ehN8v1tclIA,kr,asia
mkTiOtSXNNVxMyTBpl7Zrl7NnEPv4vuDt_CRSJPVRsDSriUHtwwaFm5b2EufGnmGXix0jSG2DDnk0g,na1,americas
36fSr0VCsa-OgiqTNtNphKl_Ac9q9HH83MuRuh_ugZAG15yOhsRqMnpLfvDTi4mMHo14BW2Rb-wCzw,kr,asia
CXAJNpQ-rjI_UCa7bFg9P5szLAwivbJdvV4kVlINlLKp61S_1176G54-2-OTpCBNixBSS5k5jn4Iow,vn2,sea
ddn0GdmLYq-ht7lwUHh2-hpSnEMzN3kDovob3OWn293wHBhu5mbdbHRTUfkEdLndFJdYVt1nu_mytg,na1,americas
DrUqfprAoSJriDfj53GyDvQXrU7OnuZem9nfEmFHfkGQAHwRC6vRbJw9_pQ4KixPxCTUcAUnnYDGww,kr,asia
bYxUmS3bpyQGAoNxpHd6NFf4RSAjOAoqU15R9wQD8Lc3KrjnlO_BektlXd32WMehFjVSKQBOP5LBAw,vn2,sea
VNhrjxYuiUS2kptj4IhHcMlwVUpEASBNbMlSAhzWw0sl-lnyvK6Y_Q8kvJly_GOTT76nRiDFpYlvPQ,kr,asia
6wcoUfBPimoTIHcBUW4PESB3Nbn-VL6HoA-OpkGoOURs7Y05SNs0drOepuPCUSS66QTYvH7eSP3mKA,euw1,europe
WyDFQGFj-AN_efEBGxD1hlxsdU0_U2trFPphg_QTxHfb5uWBb2yAY6S5ZjjGFZ6XbMd0gkxH88fJjw,vn2,sea
7XbfhsaWZyLERXLpcjMDSKCLaN1SOfBQXa9rmVSgqUThbw2YmC1De_vxD_-6hWlL7GoV_lmu3XLvJA,vn2,sea
I4znMeZlvDwPUECWAru0vmMgsz1GJCxjNbBa47JIAcTtPoTuyiFo8-VWpCiAvhr46vs-UlNkXkpnGQ,vn2,sea
q1trEGrm8crzrr04_CDs1AlukoVcbdLDzsCgbAPWWJN_rZTYGbj2a7bpV0jwH2uLJvF_N0aT4bP9xw,vn2,sea
T9V79G9fhNtuWnpsYriwTv27jXGREdj7AnkyquS61J271mxJzsDu6O6fcpF1q5U8yoFza3PYkeAbVA,vn2,sea
XOFBB_Wzzmn8EGWvHtAcKYh15nsmTs1SqaNmGrfIIci6fOjTjYCOVHvP9K7xdDtJWnAY98QIq-GFQg,na1,americas
SuxroC-iBlmGSJpKJT5NLoYmy6dI3hTXkfqAvKvmzLSPwNW9N8GruX2of4qJUdu9hyN_jQNO7m98fQ,euw1,europe
WyC8yZ0-3tjIikd6UgqVjxE0Y5Sd7XPs3sh7AKf1fyXZYE6N7ZsEkSO_rJyMt_35YcHcO87cwFHBxg,na1,americas
agftY4yJMYwGxLNcPXDAagxuJ3iVaETp6y_UeBXm7t9-WG9bDARbh8yjggY8AmmdV80_s9HjV9B6EA,kr,asia
UI1Kczp_TB2TQ4VBCCrKxXHv5O4qOvc8qj0tpM2MRVF5g4pXUsW1LoqFpOrDGxCh3rJ-Ca_kkeVKtw,kr,asia
DwHDtsc-xHdan0XkIZttKm8YkuAWbC31JaHYo1oTv0fAcDOKTcd70-N8vxp6osiXXkJjswf1G6akjw,euw1,europe
Gav_D-MF6Zwy3PIUucUz6acMeTO39zlfUH-QNDbX7Jr_wWq2FH4e7MZdM5PsSKEAj2LMjCgXBMlgsQ,vn2,sea
KoulIeTZFo73G3tu9-xz1ZjYcBbCCdeze_EOm1tPyA9L6utt2UJmb8-QPvNGJNSF8e5QvJA5moHXYw,kr,asia
XvXGx-7_sAaraPYZ0Rjp7S2JgAtM-cQT7Zi5abjcxNNHbTYX5CKbYdoqrdOK6-NwgLmb7T6K3IR_sg,kr,asia
npPxMcT_g4agbEk_p5RDL9WRFLjuGg3D_UKgUQSl1tSflv3INey8I_MXVc9v9ASkcvt87U-j9typgw,na1,americas
kCcmPnz0zNLAcC1zye--15c8hHqTpVwKXtOBQw8NoXHRnODfibedJwz6swaiWtL_EK5ACS8j6D7pIQ,euw1,europe
xj7nrKnt4kQf9NMjaQdSW9Jyu_li7tJA0gauBflna4bXn76TWcmP3PRljqy1A7Pv-J1FvmaHcSC0ig,kr,asia
K2ETKRzx3aiRqBlEUNqyfYj2i-i9gBBmkcL1PHmTovlAoJkcof9QJTgxFELG1jcAQkSxja0zwEHpbg,euw1,europe
IcMr1wppalpa3dRLbxcCzOi_YELT-ft8gp2CqpBqxE2aZo3J7mHeYgTRKBFVs9a_dHDmIMPrGq-96A,kr,asia
BbzA_TD-j9ipKllpMSxVF-WyYq4MYHRFMs-ziHTeopfXGvs8zV_CQ_MXlJO76eO9lBVgYSu2joNPDQ,kr,asia
V8uLs1hIzsyty_sOFL1_rM9jHO2E8jG4RTqVzCzq_OdiKrYneplAVYJ9SARnMUxVX37XnJIF4jsNNw,vn2,sea
cbg1qhG-oLfxlH5670m9wmOcjcz9lJ3UDMkoDviOPn_-fQjzJtb0PXZ5o7XqHRNLAinv0ECLjjANeg,euw1,europe
gMmdLilyI20IaMWLwQK8sgpWhe39R28PL2vlu_iBVYn9ySwtdOM1D0L83AmM9fq65V95ANl9LCSA2g,na1,americas
3DrhHWzIunXxS4fiTz634_r6zrfSWohXmyB5fJuxggzTXQTXpxSV278DwAL5XoGWXklKaSPJEW2-HQ,vn2,sea
le4Os9nvojdS9zetFUUHLHZlx9qLNzXaEnR5L_FYxnYFGIQMrayNNmDgUaCuFTLUHVXvMulHN2Gu5g,kr,asia
QtrIFm2shWhEXmfqA8qk4YWHCHDpgYghNDNBRK-BkOoioA1exfSwAsP8JFzzuEG9daCkmtDxbkhmQA,vn2,sea
bJigcJGqqTTjWknKSUcV1y2vW5Dr2k28mJAiFoDJvlB0Uelo2i2VUXKD0R7ma-QFKt8VLPJZ2u_a9g,na1,americas
X4Pa3_OP5T6HUcQtVTwrNvmRgbQ_D4MGsZho6gbaPoMMNdFS-Mo7z9falm6PvC70e29JUajNOCLQWw,vn2,sea
AnNvNKsdg8-3a6F3cky7BPFSVRaK9mpXwWVaHdrNGrcZ6m6dGLB7HT7cf5vGwrcQh3nfG7t_J5pSbQ,na1,americas
arGwd6bmUcK2DvbtmQfdE8RqhtGOHqpQ-G4k3I5wLGdfbB0Y0YonEDqOck-GXymJM-ifeGx7Efog5w,kr,asia
jbGhx2FPyeas0Xxmi2WXnkO_dvAqScbfNz2btx3LxDfZ5_x3m63VMZjEiafLKwhpW_xMUXCER4SYcQ,euw1,europe
fDfPlVg2RsiAoC5PqNHThbnQdu3SBmod_jLVWZ67KN4vPFmfaNjBSf5v2vRy6M5yuyDeKrM1jDbnyw,kr,asia
4yNERlk1Kf4bJxVu5GFbk3At7J84wEvfwffj-4qdhqKOPuAZvtlgE6JTv57BJtAgntdPrrbTsGJ8Aw,euw1,europe
punBKX8bAO7bRfoBUL5WMgcpxaxyDIy28MEh13KWoVc6zVPwvR-mv-Bsks2-EqObXURB-SQb8KhW8Q,euw1,europe
fmoCkSe6qanP--YJuW3iJ-Ec3uWPvPlPXzquUoSSEAppWwIHljU-ybWkPCe2u72Ifcm8DvCXQQ7cfA,euw1,europe
bFn6AM6iBO7xQXCUC-37WNIZsoXORgTzyAX84SOelElIuDf8u_j3U_24zQgwpDg1NEXi_U5KVRKT6Q,na1,americas
iBBQCNRvwde4AIB1OVxz8-A-OPmK47a9f-pPYyK9Sdtn_5VrB0w4uSlJ7Fxk9ZqhmPD81ihE_Ie1LQ,euw1,europe
_yLTSIM023_uVS2Zt2pt7u48SdUCsIX0wb9TwdrSD0JTeztux96msHEJ7BKip_OSRki-1rUFrZHAsQ,kr,asia
4C8rqPZvAd8mfIrpVO2VHNR_CQPkgCO3I-WxpLdIWgdtnNAhQx8gRS3pV7YrIvBy7dn-EEJfSEpDOw,na1,americas
b68j6RD0-nLqWvJZslC9gENvfnIsn1s4g74V8wdqZmhdxAQebnDqmfgZm82yN3I7wocN_lBji4yKQQ,kr,asia
S18Q_pMXQDb5n2LpohwAuNQHd88yU6NubC5sRKGQ_ClAhS_0vtDMp5Zw90B1wPzhCKC8776Tz0dASA,vn2,sea
HgpinTy6GM-L5bx2qBmOoPILLw8meesIa3hEwY3j5_QQltrC8-Bby68vGXPzljG1N-8eSl--E4UnzA,vn2,sea
1suG_vRhSEtzU3UPMsN8qBAwK71N3anVAI0WJ81Kq77dhZHHHD05ocJnm0G8nf5yavASE6yH6RAbIQ,na1,americas
azaa3TeB0sKYsU9cE_2rfjNtGp28im0YHmYaeq3hMuGMme3HE2jlvttraIIBCkYQsDIKLWcYrD47iw,euw1,europe
dwgANgE3UkoH9FgZoDx-6hNf9SqtGdoUNI3rPrfovi6dTZOmvVU25G1TaD0hAUg3J7nzCRxxKF-gBA,euw1,europe
y9qPi-vWVQ6vsUEHubjhgq505qKLuzsRwdX0NYxmExKoubVoDWgrr6CT-FxPCBp0JKNk048ONyACYQ,euw1,europe
03s5aK0kjGdLXjrAgiABoUDxt9pbiwmmYrWbtOFP0dcBB8zwe292WjfSNCBJY3EyDz4X9ECK4D83KQ,kr,asia
B74SMJFnr5YBw7I01Kwt0MEJHRfRZ83cpfidp2PF1ihTcQSCurKQh7l-_uZXzVF-1NosqanjWRKnLQ,vn2,sea
USn6fPDGOIkHD2eOGol3mHml5U4kV2g8GIkBBhtcP3ADUdAei-EMecrkPZoA6CVhBrHDz-l9ydANeA,na1,americas
wfjfWy6xqVC56RYUpqPKMdyVlfi1LTPTAulTrggA6Ms0yc8776oFf9_V3_njBw6zJRNezXIz1YrRAg,euw1,europe
i_SzNdxoY7L0EnOfNBNXbQfysU86JNrmwqDUaloey75P0HwJAGXdFrM5ZV5AK8GCZPQUhKaYefumZg,euw1,europe
e0HEbXMQASvFgQA6-sty10NlD9ZPX4JuKWiEtG0MuHv18Ln0qAzwkvukIVz6gF8v8vNHYYJsBvztmw,vn2,sea
dphORQytT-HWkMOMn_jZ8Iu1pKvwAxa_1LYIHWPuu1cROTG6QSuA8l4HpdNylrejZdLziDPYIRsdzQ,vn2,sea
_6lYlEauGHB50BanC0HjrZDH-G_-GQtp9Whzb7_FSs1BPqjReXqOs3gHFjGxdH2KhInsOUO2-QdfRw,vn2,sea
bAl14AqajCMkf6DaL9RKCDuR-28Ksnpxz6fRpZY5kQ-xH7KgyXP45PGG03P5kAHH5QioxCpadefI0Q,na1,americas
Zk9jDQb4fM_A2qaeWfR3yCgrtHqu2NI60Cqcl1BE7dyhGjA6V7C8v4Ldr1TjNgB1MfB7j3JFQrMyiA,vn2,sea
2FDN-CXnuhgqrfF7tKmxH-dmZajudm0AmJN6SDBSvj4E5xgR-XSEpVV7PQyg0St1_-X4GvQoh8dk_Q,euw1,europe
Z331dHmtp6n4A3tQkBL2WjwTLcveofph5BuCpGw1DBWFXZTclEkfefilTD_KHGu1kGhE3-jR9awEnQ,kr,asia
sTr_M1511PmLsGR8Px36aBQq1UenC5X5SRNKEUHfqvPEXyx7OdO949NcsSX8cr3pHo2ffG5MlEK4mw,na1,americas
i1Vscx6WZVWe4TPvXQu1OuZ4_EyCG3jy5cYDj9MzrfyQQkNaD-QHOqeujBRO3BQaNc15fojhjlsivA,na1,americas
ny1toMhCuUgrIe7BBN87_vw8_huFAKK8H3q1sLQFBl8dNE2iE1UTS879qztG-0mW2-NpCFMJsuMnzw,kr,asia
rZeccuNZyVXmGGvF2LJxRNxk1VLsnTZBcOQyHXerxQjnhwu3zEqW1H9FvspKKwIWeLyM6H1NzRNdmA,na1,americas
EMXkLojm-4NjlAg1sgU6BRilHjyRCIQX2oEEIiHlqCZe7PSxcGJ-nv_GPyywoV8g8kunKqvZJ9REDg,euw1,europe
3xOVC444MgSi9JSiETdVKX3KkpBRDb3aaow0XeiBK5lf73_aEc20lZHDOa0rVuOoHyrECTZQQPWY1w,na1,americas
DipJjUtS0er_5j_78uqtyxZCIzbvaXT24Z6VvkYwUqDZEgO054YsmQRmNKpWT-BlbpPmfJ6Cjs_NoQ,euw1,europe
69fvD7IitLMBmb64hV9B8i7hqnpq6STfWqAaQGjw2nuN9VNCaBEUPfiTx3AieYpN5N_Du7ajq8zwDQ,kr,asia
xAO2gJXkCOqMmSY6U0_N6Wz7QQZSbOhX_dunhbKfD_QOlr2LJww_yEJ4w69OoqVuemQ28YryswnQ8Q,na1,americas
J8kppvg9LE3ss4YdyLUL-XzAIzu3g83e2p_klyczZF28rF_9KEBL14_4jtq_f0CIndHs-LtKCEJgsA,vn2,sea
_SjSy-_2TGdCBaqu7fK-sMoUSPN-Hy0akxKVDl2_ReK36LNGV_nJVr4kuoZYpmkBb7Sr8RwalQT-Bg,na1,americas
1HiBiLnaT69PeGvSRunKdVEe68Oa0snh31GiV3QSDKIVq-fngKw83__qzv873ABKqpeG_nipYDsspQ,na1,americas
TrlFTBGoueFcGReY_TMgUgGHCnHkma80Z7rc-QVGDrPk-0g-Qri8xBoXkYLGgBH7cDagqlYyEmKHPg,kr,asia
3FM2mz5M38wPz1o3KguTTyZ_Wyz_QvpBAk3CYTh79x2ju3A30ys0Dit4-uwa_HUcoSbFWqKG8qDxKg,vn2,sea
ajQ8uO2M16cjBvthSQxjsxsYgURlzMLWLahJeuxfsvYYmZQBTWaE3cSr8yNK0cgtmMGTgpuTSz_pWw,vn2,sea
aQVBmkeFP7xyFoQguQHcXNBc7BZeoC9uUzW1KLJgpr_ZtpMHMdrfFv64hXft_o8Jpg0KuTNqVsfwUA,kr,asia
gjofBCiTIRkOWxBbG-CP5donbQRgn3vyZFfli9UmwfZCMUB8MkNi3UrJIMeDwSAkOA9fSDBzi4Cr2w,euw1,europe
qGYnv2Eiy_PNHDXIJk_Ep_ideIgsupYT5hEjB6fMd5J1za0mS8-hmDNUeRF_nBYxdfVe92ZRI_nfCw,kr,asia
LAffxPxWKNYNnf_gJW0D1dWeOlsk-YJoCX9D1ZBr1oNfK1C4dl1sD-fJbVT44542wdnRKnZsWJkWTQ,kr,asia
E9TKwTtbgAM_t9iXqzoyZJ4PYSioGSlWKQEJy9q784y_xykmMxOBqsiJaBHmt5b9grR4D653Dn_f2g,euw1,europe
nmPNiBuhD52mEt-lsW9AIJrfDo8Tl3AzfnaJshlgPp6cFaYOsvI_lC43bkb-xqmxMm5RqG8mlveEAw,kr,asia
HNtZMD4s8imLDfTjkTW1uZTu3blLduJoi-0BbhCj3pdviSZ06LlksqFtXaRvH0BrMhFzn6Qwn5sTbg,kr,asia
HKCaXNFHQLTo0-pY92oAUkk-3HxKiIH3DCLXqH_rQ9ldujLFiQ9BSAJngldMsUKT1Ex5kJTPdXjU3Q,euw1,europe
yA17owFXWRBF5nSRo14FXGr5k1LBo-IxbVQucPx8_55KQUKAcacpMnLQylFbn54nUYSt51_DQxFx6Q,vn2,sea
w4nhtlwNAuwxhx87XEx1bp3MMyskZJejUR_oAos0SqWnPSxQ90KbHKLsyz5Krm7-XTztUJnKQQ5FNA,kr,asia
ut3d0JFEuEbI9-85u8_iUpjODGEFgc_YTcVCa0AFZFzQdAhzY-vvgy6dbsn_Vbpjsi96CiVmn8HUiw,na1,americas
D4vKFZNAOF9hzlQzljenxt7vWli_iShiGy72ZpNVZ4GesSZ78TDyeVj0g5-aW1mHrG1n7NJCpaR8OA,na1,americas
Sf5c2i3lrXwJTtguhQJpxPURrRemOvpQyNrdje1D_SNSQ7PI-GumcEw82xrgbge5a4Fz5sD4sHRZjQ,na1,americas
lFSqmOLnJyl6SAOSppE6DcLc1OxLbWQqzIQnF-DNToVGh5L3QRZ_LKLY68oF-R_xa94uISr31Ey4cA,na1,americas
Qk-rDg_5MYcKPkwpiNTzj7VKfs1ktwrMH-PrwuWfy-MnXRMQsy6XlVFb04gG6f1XFnEg8GDm0l8WuQ,vn2,sea
sN4n1oU2kztcIn56_lBG6HF4EwMSYpKyPjeg-6P339x8cx7XoeQj2_napnouPLJ3sIpIZ47OB7cRcQ,kr,asia
tNcgv2AQnKYNaq3jAPOcnimzOsD-e3tNWbIJmAWMbO8ebp4iCnY-78qAtRBOc2dS8dSQhNmXLjhIEQ,na1,americas
WrcdAM59_WtvAPADYRZAJirMyjJKNETwVX98gfH93gVzQtdf1yAyMqY6uHDfEsEzbrVASxW59viITA,euw1,europe
8ThqYeSOR7JPx9F8ERYNy4LZNpE_2MmLGcldjG1H1qk45tnDQ92mv68s7GNW_6uebOgKjiv0aKIBUg,na1,americas
4bNuRZx1hAnbacwwsItNi1usMym52qdGvVKNakA70rEyRPitGvGcLyyjMrvkENuRPHLICCG_wOZA7Q,kr,asia
UeDm7pp8-eJR1Dbsmj7nm5IVviNnz1UkL1UwBDIX3tCwlsa7pe_tVdqQydoIcGFyTG_zThI7yc3TlQ,vn2,sea
7sSJ2mALQGldrPXFna6WzOIaMcBEn9Bx8vzfcHuOXeFglQYA8tIxZuTOOdbZGLhxSDr3OC5IrlthVA,kr,asia
M6t7aa3xbnmJO1CW3Zqow3A720LAzH5hR25_Rf5qCrW2EQNffuZ1ejIo70dDxgHlDubO_I3elDEeyQ,vn2,sea
2SzBjv8lNOi_2z3YRpdV4LMGyWnFW-58Snasyjg-QOeBCau5QmMYc_dIu1etCLKhxc8lqFOqN_zACg,kr,asia
byst4l5eDYyg43sKD0sR6ZzCuxbliIwpfErcovGZDbUXYZBhxdmKgobe7hJqiFWUQh3LurGEfgZ53Q,na1,americas
p6XvRVTOOWlgF_h0HhyWyKvvxcb8XJZO0jH1q5f8FgmCJxNIkrNSxhr_FSUwAktWDwmaoqYB-4LLWw,vn2,sea
HSfJVEKz3KVUH4ui6qy22zrSnsuftpHCpWPySbaQsn02Cj3zI6rLq6RIHl96Jo9obOOyTjpyzeTt6g,na1,americas
Skb34LxO9IO_n-T2cU6YCgwiru_YpggVSzVJgEHACVng2MkVHM5fXcHPZ0OMZe0w8uDchh8s6BdohQ,na1,americas
TVT2MJAw-HZCouTFPP9veyoy5-JDvCpk8MczGyIrUrxD9_vlP8lDd865sFszN_wY9keIQpaEtMNklA,na1,americas
WFrVg5JMYLTvoZvExgXL0KpAoCymOYOXL4NfZv-KRSk7jkT5lOnHz_BFEprjmIjGG4gsTKscKYqTWQ,vn2,sea
Glgw5AHu2JjKElguTwqTe0EZdk2lxe1qL9OcFYQjafD_F6byTU3hk5blbzgLJmt5IabpgPP1ypQsRw,na1,americas
zrFngAt2e4NyHwjvrQOK380G_wYAP3ey-3wyA9WD7cpHZ2jj2dZcI9SbHDbsh5iAfFglIstgr9lYMQ,kr,asia
T4mU4CH2nr-hRUB-KL838lhHMfkp77e8FLRmMi-xvkC4utr5QalwhQcWhnxAzvA5UzOjUjkICj7xdQ,kr,asia
QSia4y_XcadvxCui4TQ7v0w1FdyG2XK1qTIXk8OL9xKdVTmJtr7uz7G2te8oTpnpytEbxmkIceBcRQ,kr,asia
LrAR_SwOO6JfliOe3OdS5DGpBqHcz37o33I_X165K_jMkS1dsI-OA9xOzUvFBYCBCeCsM6JPykK5aA,euw1,europe
6YsdoLWdehuB9bk65EVhWPtu7GGSOgL36q24J2P8oVaWdDhuwjO-u65xzZzRatJckPHXaYSw8BfWNw,kr,asia
W_5nIZYDyn9C-4RDCJCYeTK8QOq2mm4alDkyexbWf2rY4sZZVaM44-9fcgzcH-R07-0C0eKeLWefVA,vn2,sea
OrZsGDf8Hy2hNgLgW5-HpCgzHIasx6D4XjDd9idS8TR0KZ7SifDMZocX1znPTrPgJhEsTXFpud3DwQ,vn2,sea
N8EB_irlIQLAZYJGuXK_138-wJu5QSQsOOPS3sbpWeWIp6MufQDfSR1vWbx5FVi9HQ28VeLEmDrCIA,kr,asia
0IBwPsUh_9z8wLqxNVJ0tSkGX6TjQELv7UVonBTrRbPUXsqaH-8rLJ61aGINnqQjQRETAIwFohct2A,na1,americas
_rOx08emTASfWrO_1i1V8FBcv4YIv9q1X5M81KAH4hpiFzCoRtOr4ogfbCgVlooz4yB9RKzuDBIC0g,kr,asia
A-gBmZ9YeHZ2wJot64UNHwzQV1_Rif99uZLbpRx-0HjL7JG8egske-CTMUzRsf3WCL2ioP3yzFqYzQ,euw1,europe
0hqGlNj4mS2cZnnm0qfpPH1Sn-1O-1mKFrQ_PGesmAK8U1kwJHlr6034tZDRt9xSMFPL-KsiB1v4eQ,vn2,sea
7ltQLkbRVSkusLjPx_lYCboTU-iWlmFVYYCBBFv1FaW2bgWKbYzwo4pE1O_VrqADHDsOzlSgROOr_g,euw1,europe
mBDCHJRqYCbv8FTas1dG6MYif5ACvmLV4Tgj3STPocjeL4WJ_GAUi7Ys-6AM0HHccXr8BZfHZPL8bg,kr,asia
_y6wKQO8r2lVM-uTUnx6k3Kf0TWKhNa8EpPP1egR1qmwIIoeF-jxiivYmvsaFQT1RC4_uXK7UaxGCA,vn2,sea
8ge_qohYd_Y-vJFoKYdudb8iXpxD6A2dRMjztZdzdfb6CiiovzzoukuFAGkCWbtIl_8ypg9uZXf3cw,na1,americas
XO5oENEBnOIM7_u0o37yBlwHqu1_JitOT31n3OdoMw2LbyA7384JVlTt1jQVvqo5XN7vo5aZVCPhmA,vn2,sea
w1WlDrtoPfDuIHiINpK258RHGWI3BuTEZuHc_ol6i5ovt9H_eJ7NM8IhUhwqXr176MIFVtlqQFinLQ,euw1,europe
k4muK2y-phICev27NW_losXkK1O9Dfgbe8wrcg5pAok-3N-MTZrFKUM_LRe8QmSwFFrQNPT2Eh9N1g,na1,americas
8RsD7lg6ARywkDUOIP9FgU423hglSkyPheKhh1yyGrtVLQBE5s4jUdko9XPtYjHFNWAL_xBdEACzoA,kr,asia
EJRJifT9hHbhPmGa7kUtRZhoGcqAvCJGabYgOh1U58UbES_CLO9WgnCihxUdLYVVtkM5g39ksymXwg,vn2,sea
3qdvDlwVY6nHw3-Vb-SlfCldpKD1pXNjtLrQLON3FjNE9sLQbqg53jRymFdVH4zDRKDoxuEBf7KdTQ,vn2,sea
gEO0QMEzl4DPAMJ5I5S373D2nU0zAjjkmfZCLvF1P_58CmOBfvNffVbs2HZtl29uQUruURVPfNnLNQ,na1,americas
Y4y3whe5_dCwAd6plOYLApHxGRMRlhox0vQ9r7FZesQ7dIiz1IqbY9TP0Z0GVq3qckf3KP7Ub_LAxA,euw1,europe
Jyl0wm7YHBSx_PcbngXoM_31XvrCwWkZe76xpxXzcrqbBAmvP-eDmXEvAYGA8weXyTv-VcaQb1Ozzg,vn2,sea
x0dvJSsriig-xjBgAmsIJEVOgFtvblihHJe4sa1i6XuRbY9-_GfoSqQJ3UgonLC9_43YPUuHdCAUWg,kr,asia
yWKQLwIRuLXOea6gWpRH_y4xfJjMnjLJN9JBHnNvX3LKSX07cF0s6QGtp126islS4Lg5LMpvZKbs3Q,kr,asia
UixIqZpSUHPmUYqkc2oS3E2Oi6Nu4_GVyr0XHfq91cUCWOZOje6Ez9K3TQ-OUtDOQ7ErR7KpMTL4kg,euw1,europe
tAvFL_1c9pq4xkzgM2yinIzCaCUvyrbANi1CBpltrZxXkbPawe8PEQupjNLl1EVi0JvjQ8oz75n0Lw,vn2,sea
Wa_kYaqQZBzLTIdN5x9lUO9fAPPXmqmlKBiEMsMlxM052ZhFiNfARrDiSjgWnEto9-v2lG459ZTjOw,vn2,sea
ClhUFrv1o0qROC9j_xzrkXy1dlf8tBbbH6qwGHhilq3y9p6EP_G4Hg99iLcMPhCTjkRduON9p8pqAQ,na1,americas
ZCvs0V_6U9YgeOxRr1Nicl0u8xK9aGWfInpygHy00tsqUk0LGoZW6nYgQlSWq63yl7U44velNiA5SQ,vn2,sea
UG6GDTKJ1WU8qaVBxw5yf6-93WflYW6yMoox9aDYgFpbZJOTBaIIQN1PGXRD4OtMwPUU8NpvzcMwJw,na1,americas
aRJisZd9_JS02n4vHIJMJCS9mZdxTKn-RkQDCmzysC8-1Sd4dfFtcPIHMIc_aJFDPe84982NAFKS-A,kr,asia
YkOlgezxw49XyYwdUitOvlWPIl0yOu_4cMEqrvl1YOw_hNPKMcq1ERYMvvf1paB4pU7de_H02r-AWQ,euw1,europe
KhhgZoqd1P9jTmXm0EXg7y9SDP4z-s7EjDhpT7cRSokiyemOSCPcIkkB_vYi91ck9SHoAe_0tiCC3A,vn2,sea
GKAFnmygHmBLWEotUNjsNf9zuTtjmggMIQUSTe3HPDr24lALsuqL5tQ9EQucu3iNIB6emOhsawqrrA,kr,asia
BMHvZVeEQBoJpbDTLpjN_YqF3SdDjFMW_Naf6TjCvMuwHRiaHM0iJPlDiXsAwh5w_ZuUTxM8X_fBrw,euw1,europe
7BDDT78SuT-q2aYhD_RDpmwICsPsg8diqUWM35lwL7J-otZf9AxDf-k1qg31CQTHO0rLmu3-vNBxrg,euw1,europe
OL7ooByfJ3EDLklTHJMt9eRbJyDWlEHiu_6UnF5lULll1wYFo9it24ijOVqkN-uRd2vTMOB29b9Hbw,vn2,sea
XZhM8_x7plALPongxtsDnfuB3yAaklg2GS3kq2L6tQuHNmoLOprlvTMMC-XkDx-wvmrmvIhN4FXxAQ,na1,americas
YtU4WAnL5poLrzS8-whn5gfuMWWLPgeTPEpsr45wh41WFbP7dDrF_Ll2EVkvgRr6DtK-XNvTJdUWBQ,euw1,europe
URkkkWCXUX8oxl93Cr-WnQS3vPHE-kXFGkNr4xs11Ck2oGNk_NnwJzYR1jYWKdtHr01BBgrPhxqVcg,euw1,europe
jSacgCtDjxVYmItotNHJZotIbaG7XLj0LGCPbdJAY2bDKGjc99Lbh7sSN53Co4i212VdscK7IqL1Eg,vn2,sea
