puuid,platform,match_routing
7RJJIQe8a860uZMhfpm7ZzWlQl_0Al2wsSe1vzkIWpinxvbfXyBAM_g2MmYMDPnPu9-VnuUGkQwE8g,kr,asia
Bml57Ht7dqd7TG0axkwrQqtfSd9GsmqJsYNob9vJCYbMARgivDY0GKO0nfTIM_6LHfjSD8uqB5mZVQ,vn2,sea
Q5uIg8qvYa6n_BMyQhZLY5FzhDNGzZvSiKxABDChLIG8H-1JYr4gDmroDVBjPKRwl0nDiHpsxkzUaA,vn2,sea
Nb8gjM8x3tk871sEYCrcDK2H2yFNB3pSoCBQCEx9XoYY7Pmbygu6NamCSrXOr_FT5ileRtlYUtyxBA,euw1,europe
EbqqM3_g_iriLH5afYeSkekl358dLrEF51m3wSFwo7tEEAMCPC07zWb2frzhzCzuvomYAaPucLe2sg,vn2,sea
vILV5cIF5-o9dFlGXN3xkfOhrd0nbglC_KVR1PQ6RKVqhNsh3m_EEDDLF0KXeEC0BrH0GkcJWBttDg,kr,asia
PEDmhn3XKGRL3YUUa_ObHRwHqI4lCZcTHaWzmJWCpqqUN3ARQVv7THo3MVfMEr7nTnu1TfWfQtaCCg,na1,americas
S6yfcVoNq298kqVVVUxJZMP1eSrPzM_-qGBmy_bjY54iTXnxi2zFvn-AtnDS4c0mWreiR2AvQlPQuw,vn2,sea
gUc9k80XCgVj1-6g0iBIaqQMweN8DLcIxyt9OBLTmNzsDgS_Z1FUKTWbTSRZ0kPth4S5nqMxqtxqGg,vn2,sea
dgQuJsjF3mB6z8tGAEXe6QODWOuqfYsRW81Lt-vXDLXlETJViGR-k4FoqFs0kfhVJwHWgd7Xatp-QQ,vn2,sea
fXnZEVbQK7icP0PLnA69anAhVG1kBpqYc-WQlWN6p0HaGaynGhpDeRYDauAaNuPsXnfoxtC2pxqb6Q,vn2,sea
cymkwq77WX8ihxhQOsxcuVFwIzdoASpThGLSyOBrYyCyqitr8_aMhccIvB2CCI66OXYmsXy-4vnZWQ,euw1,europe
OLjdJyRpI7-4Fq019hT-KuoJic5_cnS9YIddon_xURnKgLdFCrzNkR4vCOfIpFZS1aUZKUSpSBkalA,euw1,europe
KqAVMurc6MKxEu-WjBhsAOaYgbonfSP9Wyq__1VNvidsO1CLoOgjyaT0XqFUW2loh9wFwL0Kvxp8qA,na1,americas
5brwCsnwa3FEVykyws7h1iDOy7b-CUosdTz_iMiqWq77WFkcLv-SFRBAlkFHy6IBNvkkUxmeYQZAFg,kr,asia
TGOOcB_-5BUjaKxZE2HJmXcDg-F-CZZs7u_diJjIMW-g74v2Z2GOJ-dXh8UXYW5t2CAsQ14JEcHkrw,euw1,europe
t5qD7vQ_qnzxHJFDNg2FQW5p5ITbpRZndwAa9IQIokfGnrP6Mo_YicQy73VX17zLxz9hKKieMfPWTA,kr,asia
yntNMSgYrzsgVqdVRYm80RsAlzHldzARtq5emVxAF1GjUrTNK-daRgr81NYxNjrQrL8ngLtDW5fs7Q,euw1,europe
lvKiORFHFekJNKYK_CYFHYnNpYpKSMu1BSJytkkL-Rhh3nP998ni_I2sLzdjDgosgK2DIOT1qp3AOA,euw1,europe
nQua--4yi_32H7xoV4xAboZhYSWvAPPdQzBSIzhFoska9RTYd8am1tLI4I3Bw-Emolba_wese-K1xA,kr,asia
E5vVg0k9Txm3kdX6x_qqId1V1reSdk-oktrcIg6lqYam-8vY1q0ZgwH22nrCO655xwP52lCYiDoGPA,kr,asia
Eg8rhEqMQ-4iiZdRSkcmjPKCMcVYiacMfG1UFSSTumbILKlBOdNxfJ7Dl5yI9japoHVIZP3aEKJzXA,kr,asia
ac1kypBToVg9KjR0JMPV1YrRcZvVs2iwO8nHxeiHPHPRd28573e-Oqdki5oLZcTLDnmKDTqVS1Ek9g,vn2,sea
uaPQ8-iu3r7Sy3KIEN0WtbH-vUCOxw9coxRbI7wWaghHnlVlnwHLQicu1hO06955C50ioXxgKJnNcA,euw1,europe
TUt5CbUkVgrkysnaz6JXpdjJJCGIhVemtr2osLlMfVrLc-8oBPJw5iZPQueV9na7dtEPRAIepJXZLQ,na1,americas
hJdVNz4IDM5C6fMarW4CwIX1IeTfUHCSjFTa9ZwS7FLsXBMweWbJ1JltrVsUHar70osTipvlRWOPNg,euw1,europe
UbeH4ukGpWbdwyvad-w_Ng5-cTuln247Vt8fmr7GQId6lLiLgmtNHxYFXHl2TGy6784-PBVhTX3FOw,na1,americas
4EL0PYYSfiV4fTxCMaawmyXKevzV5PNnhh_lqTtFfiCtvhOWs9GPcTJS7tqh1X4CwVzCqmkby6NzFQ,kr,asia
J3De9uTgjuF0gnuSm1enSjZnwXZmYZMUnhq1gheerM2r2BMp4n_A5qX8JNTvxQOYM_jHnMgdGCHy7w,na1,americas
kjhS3QMgh-5soyzXEfLxa1vHKhzploEYOA-qw4Sd-vrzWKy9xgQ0_bFGnaJtEeY8kDjKGlLipf2gVg,euw1,europe
EVSi1K1nlVyTWiWk1PwtEo5FAaaClabCWGI2SuUImuL1uBd-ihvVFtgSFTU1gxL8YRLxPSsO-mogNw,euw1,europe
zsb7fYIvLbCItn5xbwLwQ61ycccqyb2YNlkQHwYdnQlmfN_7nr9v75tdTGEZgTzHmFPKEAhQO-7_7Q,na1,americas
LdIUvYo__F8GT2XPS0DWzLFRThimIHbKHJR8amJZu4H_zuEy-oE2rMlXkO_tT8onMgljiyuhp0UMNA,kr,asia
ijQ4mQBUCHEJvldAHAQQQsLtHoRpxLISk7PwvTfTWfDHBaqbb1x_LH0ClRiQuvv38RoQmaPQjaRodQ,vn2,sea
qKJBK04ZsBloaCZ0dfrqyTT0VXYiJMGG9S5ktdOcmmLmWLSqW4lv_D3vfn-prS0Dg946yXW_GGsqag,na1,americas
KTx2KLv-ygfBYNHrxdUGnLCEA-gY1MWawMtd0vR7HzF4aRt4Pq3-LyH8BQaGBSLhMP2GxvFSlI2-Jg,vn2,sea
icujicv_Cxy-6ZZHNZRS6dI91Cp9dQIUTMBFSE8m19AySuL0VT_olrI1Hbgv4So_lX_piiZ-K4pD4A,euw1,europe
10rpGNgUFI1jL8uU2_tVJzveOqW-wukamCEIpfiHx4wjSE2-0nQF1ocAApOd17ESDhBzYwrYJEB2Sg,vn2,sea
RSfIxy5YfeB2QtLZlH-kJ8XDa0PchrHbKBH1T3caFdu2aWokNQe6udyVXnK73s69ELttY5tjvbcX8g,kr,asia
fgD3WW4ZkmsumB3cXkvi_NP5YLD0vZfSLqSwuFwXGAtlB5X3qUaXr85-5RZ09ulBFHZJBP6FINdZNA,vn2,sea
aCErKRUqQI5tv_JhHZqM_SKH15MYQ6haQ-85nK_LFg_nVs_ow3Y2meZ9y8ZAxuNzqXsTs5xdLoPUBQ,vn2,sea
58d01_Uy0An1Sst8Vos1xykedGIpmljkITgBFdJcbBGQy_HWFfKdy42Ugj7rIjgSk4qCuNbcWpH4UA,vn2,sea
Z-TMbHqvXYG0pb3vSetR2-HC_ejMcPE8QlBMRufJYsjG_9nNZcWib-BcuTTUwAFbOKgseZE_wQ7DXg,vn2,sea
lkucO_no3OvvFtWhEl5iimYpACstTfyh5fbQTKQUg4X4tr8xs4MXe4lUrJzkpfel5L6CLpx8OBXtDA,euw1,europe
Q6zZPLYsLdWQsMt7tO2pOYy5Na5qhOv39JcmnQrKK4RYXsN8FHudElpVU9lbWVhsrbf2C08dyJHBmQ,vn2,sea
TaMJAMUKBR6YPGMW6ZHnVUf7eRs0evQXt6ceDjU0ljfHKFu2q3x8Sk-ng5e7vR1jd2rGiA-iYe2hnA,euw1,europe
e75uIoRW2-S0ESHaNk0G-OWfnSaFMH8X8lZHwl8SLbgkv_OEu370xvtHuaO_b7Ozmjf_xMxATRbfHw,kr,asia
i9jb_ExoVBlpIrof3Y1wmq3_9Yj1WybKn5anyichCDnnWeCAzIVa4WsOascpvPb17yMp9B8NC2O44A,euw1,europe
aBKMlvolUwe3H8UYQ9eWW_KGrM3GSOWehH1SoU57-VDpGA5GEvT2_NsgAwm1zqh3wv0onZ1nMvOjgw,euw1,europe
L05uyC_nhD7CaiO00gxucJF1dHVtbh0fE25to7vV2XCzD46I-AbB0rRD0DTAqCu7YFGiOu77Y0y7Yg,euw1,europe
iNIxTUft9Na5QvD4nYUI7Xz0HyBk5vqR3EXCCIb-VHvKopr7L0vH0iIJXgZUJqPqwaIx8OlM4rLuuw,euw1,europe
FkP4HNSh-h_88TPseGCf5gPwTlBWbD8B9u7acnxhThH5VRVWC5VwBKM_GyIaCIDxS_OCVFElaA6Dkg,na1,americas
6C8ksC09WZMpD8KsnQ3MuL4g-rDA7oHvlFDVIcjQ-wcGt_ho7_nG-uaWYFdt70zNtUbEEOsclkCXrg,euw1,europe
IP0X-qllfAfbcWJBKIjPrngDyw1lCBnDuvHHU0ukEC7gX59bykYgHHbygoqP3alyyeN-I7H59bIYBg,na1,americas
5eo4JZMMxPhidZdV-fv75EDVN_CCN01ne36JxpXDsDmw55gmUKFKiOLUimcb3hAiS_bYSIawRuCGCA,vn2,sea
YbpHv1fj-RuiBQlCZ7cP0rEXP1dWJO-72O-uEBUMKaoSyCl0z3RhSM2Jz7z4CCf6dChC6tL8aCUDHA,na1,americas
2ejr--LeL0MWK9B4Lojk5_05xo3o-cNdZV8lD74C7gHdmCFKc-suOqP1zKVXokBYN-MoqlfqGprlcQ,euw1,europe
MY4OqNUf5Qlzvsx7uxnLY55w_y1pv3clmA2XGcGFUj5MoqbYlszfj71FJqj-1XBn8GMeA54LeO4Qkg,euw1,europe
47NTi7eay3mvCBM8VCnyjq9cOPlkOQABAc0UOtPLwsnvgcKGdy8f2AcEyToNQCEfViK-oJ5AKgeH2Q,vn2,sea
Of6lqoyYZKX8LAgn039gYDN_OXNrq0qaC3acHisRDjv8PYkaXf62qhVilumTF6sjI7z0ePi7ksaEQQ,vn2,sea
x4dipBdaBqe--w65gfthRnPuGaI7MY95fOjIR6OWaMd9k18jnBWhAQ20xMtbYoeURwP9vRrYeXAv9A,na1,americas
c-C0Kxh0N6LaCKOj6W68iJGHbe-nopK9cs8yvAXHNQw6zk542bxYiUVzlcNRI71TDkhfg9Vul52XpQ,kr,asia
wi1EoGsNpiv5kO_Ak9qVW6NY07ULcZmPw02kImpo94Sf5mljCbZbcrgH4loYGw4d5YUdkDsmLQhzwA,vn2,sea
E4srKQinPCdTHj7RMnzlhe8f2oFLgAug062EJPKupIXCZ3_ezgPN2Ob3_V7IrPKUWwf9Dh4BIeyvhA,kr,asia
sGBvxEYpmoGHzzGWXOWI6E2VWcZJ4rhXmIM8Mt1OT8FC6ERISmPjX4a4aJdkQhM35TdxWFqsQP5z5w,kr,asia
Njie8_FGd-IYGpxHlF1uiH3rI4ZxuwmQxyDJL_uh-Xrb_9gCZe7yqVsCOM3xCfAJZty8DUyHJwiUyA,kr,asia
m-kw1AmvA_FJMPBgY8TBpGp8Tn8sjixnvNBpFlpr1n-MLPGkE6LA-H2ojYekmIByLEHASVxQRTyAQQ,vn2,sea
YliHnhF_D-5U3DNw9g6JpelDNJfY4b11DnDu1fV9pTVBC1xyDknCxur00Rnsuh6KheZGqP61LYOohw,kr,asia
08P7C54uwvy99m6xSYbETDonRWPmJ0QiLt7fKTX5u45wRvG_kSS8Ot5UyO3BXMgTLXoiIdd1uP-Y7g,kr,asia
kFVDwsqnISY5mUk_sCjpav-ujqJ0paAekdrKXx-VYqXTQxL9Abr5w-hPkLocu4gWDcE4UlxPjHKU2g,na1,americas
byDQVuWHYVAgvFGBKRWlUbzwHqj6hU2BuGWRKgoFo2cC2ISGNyDlyAMqZQG3TP1pv27_SHphzq2ORQ,kr,asia
tVX31I8ApwzpYTEL4Rwi50Q6kYB2V1QEIAdOwQWEznVqLnQkiiaBnmie7DBr9uV5T_jVlpghu3t_Ag,kr,asia
OLjN_eXdAu4Rqvv1ZUUc_GnEoS6t76PhJ3-kpVzAZsEBed9wji_P1LQhwQLfyvQT6aBY3HUsYC94Sg,kr,asia
4_s6FzDXzfa_5bV-oBot8umcyO10DQnb0gEvG_mCN7QJRzmJGM0BIn7EP32fPdFp6SSA2pyhY8bUxA,euw1,europe
pEQhMVmu39B6BzzpUJCH1HRrRcMO9o6Q2KSEBkHEVK_h8Q9MpCHe0TFFKXaVYvVfOjLgdLVNcT6hvQ,kr,asia
e_zlS_L7YMbBaI-dH3CclP-2ltkS8ZZ0RVHurMuvYSAfbOFdrNnUxvziQF7HesfW27kJqYDe1TW8vw,vn2,sea
aBXgTxw1SOVfTPS4SNoTg4hxiKB_KhOe1QhZPinTpV0EJb-D_XFmgOAJi6mZL7UIJP9prwo31qhNTw,euw1,europe
oc4I5IiGxwabFVDBMkGAH5NRs6XAUngxNZ5b_qjk2uSFCEOWfpTLZ-tzdjUfmKmspWfa3f2vnjWx_A,euw1,europe
mlWDhcU0weeKCIw36T3ZVGg_dwNGgCpF2m0SX9ieIY3uS6gHIggGizdRJk5wc8MGD3hFPjHDGGRE9A,na1,americas
A5v58HhMemYUbGLdiB4_062d5KxFSqNFlO--9KqGAo5LyAE8da64fGj5x6mkkj0gpT4JYf7861_gLg,na1,americas
sqM1ZBdfwgV4TAY7of3s9MTwMi3KlDhdZ33GBp3TLvleLEOSKkJ_rJjTEUai5FoLt_LHXTzGBzkDyQ,kr,asia
jM-o4Ft2jQi-54Eu4ExWTbxK7fC0Z4nExfXvtPdwJ_7qQuhHKTkDBihZrVEYSPXeLuNDIs7GLlMVNw,vn2,sea
pxQyhKNhmJYxjg6XPZ41iSMNcOHX4lPdYzX_7Xb7qz2C3_Ds_1-5ODZEVR_gePfKjXaZ7ZH95yuKvA,vn2,sea
l71cpDAZMfc5yeEv8sDiRzk1Q2JxqE9opKhX0PISyYIVGnQ7Iqc67V_VXfjRyAGR0L6YS1sTg6aEsg,kr,asia
1Xk1jf9KSjjWNI2oB4V2sBb1a6-_BtdLjuF9WapYJpxOGJAbSVVy1AcO7aVK8EVkpIdPQfq5hQgsAQ,na1,americas
BZROiFyVe95CLDnc0cUoZlcVbjNfQyHjNoEYCtJ57PKru8ckb-1HXDufnYufB3S1I6QiiHMYwFEi4g,kr,asia
rp93TtrcIY1lgxf5JmBIJSoNPUSIHsPctBzk4Si9OHz7feXEobDQRIhJZBSOEiW-dbyG9-gKMCuvGQ,na1,americas
Iw6CqeUDPD6mSAuTjjW87obJKz3cSXk4GRFOfH4t92OKZlB8rRCl55PKU5Jo_W5rV3rdCsxBlecdcw,euw1,europe
h0C2DBJCaUMansb5IWBSH8Y5RKg5yDcyqyUKadsWwfUbWD_SAnWnRzvYW5c2POLmP6bMuZO4YhcIRw,euw1,europe
UGBv2Zh83SsxSVcWCnubiJrXh8aJmAg6hTFk-07pI81u8_yaP-JognYWHmaw2AnmCMifdwE5Dh2xmA,kr,asia
KcMFSFwDBLVksUKc0nbe5lOyGVuYcW8RJW81uiubc6Cu1UGEMxVnId_W2pH7rDBASBKYAOh_bawGoQ,vn2,sea
2qst20XOqFG5YgKVp22DKVh1Rtr2TDUSJrGHbAFAb_MuPKTsVfo1pc72jp5C9hcBCZB-x01jCq53Bg,kr,asia
wDuhhIgpCnfal2KCSERejNrUJfkmhtl7Kytdjz5Z_7DgSIlXIf3A3FagZW9CK0IRKgWvji4ULD74ZQ,euw1,europe
qVzI8mo_RbUyc58KO0yWn-BFxzLD4dHEoTJtuSNIka5PQFpJklwb9rszWhkv6e9JJbGaaJOl01h1LA,kr,asia
dfnWSFkLMAplDBZ3WuIGaHWG_WhcDcGpMCNwwJMCX3rpdmLk_l0HVFKvU8u6z__-D1wDFYMigZ_AYQ,vn2,sea
VrGvkl6bxh1Rc0VXGlAnaWK8QJECQVYfdnQGb4F3PhIlSGEyJ-xggV4VoGzoiZ2VqOzkLJ4Uy_Htaw,na1,americas
4_k4gcsnHMxjBpS_5lzQGuJzjXs6roZullEyC3MH37k-JYRq7SPrZIl6QJim_fgpAyQ9o7qpxgbxTQ,kr,asia
R8pRa8a02pMg2qMmqF214JzDSa8UaZFnZAfIYcIWprYbb3ZQ0zgYfTBeOIfBRfllCRzvf5hEP9v69A,kr,asia
Y-PWSjVzrH2db3PZ3koLxKJ7U7kcVmCk03PNXF4ZkrKysgiyKfH0Ixv7JGnNtQ7j1DrgZEoxSlp1Qg,kr,asia
juZ6AxG0QYZsAXgOQMiTuIU2KkbSgsX3bDxIm8aZ-tXvqkej-n_LYCArs_saCvX6oIoTdDfdHQDV6g,vn2,sea
g9Qc3NBULvY-7yXrV4foRaZiHs-wbGOUQPV11JBjKonrjgnclWZEDG2GE_N6DqjMRP9klK_GQchCng,na1,americas
h49WiqIGlv2JHzennotMWzYwyY8wmvpahVyZK2XvqfdZbguq-jCx_-3Jqr9f0gLI3aS1lVgZqwqGAA,kr,asia
mBv_8Z3oitRhzEE95dl6iPpPQyldU9Nfu0r6l8RBWmxP1f-h3HbZXyVx1tGsLmSRqG1hYnhe4re98w,vn2,sea
fCLV1mlGhazE3aKTlC9TVtrWukNFKarty9o-XqG1oFos4_KPImMNfulTnWcoZbyuJwV7u0yIszptWw,kr,asia
tmA3yUddoIa2BgCwfyoOCdesOtpr6GFvCH7YB8XoCf58A_1SSyAjYvb2ytqTAzyI2_2LhofbRGZAWA,kr,asia
bZY-Acb-gHRT1ye-UiodLqR3wEvaQjUbCmqpM-OCkC4tSkPROA29nlvZRroNOhHCwDu34jvfjXubzQ,euw1,europe
jBDNY3Sa5fKoiD9Cs3hkCqbVB6H45c8Qu4v6ZeXz5MrnfXL4w5qNdpbWa3gfrGZssc9XszT0t-9r3A,kr,asia
ghEss6sjGdasFCUXbDuz6ag60aXPrNIRO2_0CXMM32MifCyKfBWz9Lbrj00b-9IFcN0J0vqwhDqCfQ,kr,asia
5nQopLsYXJ_QBDk0Z-sBtaK5YK7ItfhTygWChA9L8TS1AKFCEeQHtXzkRKt8uPhKDru5iNs0egUpMQ,na1,americas
PHZaj9EHrBTHuIHU796ryRIk7WldZBbRy6VoQ72fMtBW3HOkstX4n2h2nWtax2-x__YP_uCoVFhvMQ,kr,asia
JHIW01Mxqc6mFq79lcrvE5YhUw7JICjgCRRf9o-PFlkr7mPMQssHyPLfF_mFt5rmyLRqk6WTs-F3Bg,kr,asia
bP66_XTI54jiGz6qS1sONWXZsuA4vfs_3goRkwnMT5HcrlMiZ8bagIIXwaprgJHZSniiOqkAN-Sqyw,kr,asia
6V9S7Ca0oot_Ls4_t3x9Y_k-GHP5yN_8BAeylVGeAzVu4AHB_g0sMuhZieuWQb0-3dQGSRwzi9sFfw,euw1,europe
PrKTyoAniboYTF4GVcCk39UxMNrC3TeVuqyoZWSaaDC9w6_hr8aqEXdna3vQjXBbNpwgXEbdatGyvw,vn2,sea
9G1Qy0NYxgK9o4PAH2HzpjW97SIzbmvhyzv6qcidupcMtBSQist9RofNHR4YZUouja1BgLawxwqo-A,vn2,sea
ReZa4ZUdM9JaHaX3rwb_6hRQXE2XINmdCk3XocEDAEvz0zvlGnAn46N49n2OKhrS3rfc1-I9v2YF1w,vn2,sea
Q6f6lZ6ceVGtPuZnSAeVDrGXO12rnl8AmI6aOI3OhCyyBsGJXDk92ErTXiiegaygY4-v7MLuNGiOqw,na1,americas
PZ-hkoGiJiBN19qtWmeP_jfoyDPUlvB7H6Bq0JkeTcwilhS_diVKdCZ_9VKsoPLgJFTUmpfTjQJ9Og,kr,asia
afuCrfl8tQVfUu2xo0aoA8zpJRsPS32BMnYtn1Mamrel7ozSzi8jS_1vFpRbP-YsEHYg8Tar4WNDtg,kr,asia
GvXXfdOtag1lXtR5XhAYxPwVL29z7JYcoNbUZtZ-dV2cDQhFCQeEryUQC0_Ysg61usdfOBn5LBTsMQ,na1,americas
itxJgf4Wf9alvQSr8f10co1dZsNgHlnSVyqVWztX3embZ9f3iPqHqbA5dm7dkJzU_OwgEl3gt-jZkw,na1,americas
ESNszt2ANApELVXEKN01GMroNAyxO6ImwUeDB87TF-pAslW0kNGjz4SE--jp4GK-_Da9sNo_XdcQrg,vn2,sea
V2wGWwY4VDuAiU457r6ThRvH61He6iKsBNCGa0YRDhlb5svrkiQc2MHHUVSL6ssOu4EN9hqZ2I73fw,euw1,europe
yIHf3Qix5PJeF315d4Vset3LQEwALJxnQfFRAHWTVQURugYY6v7_h5EZ9jBbdHzkoi8TXOfd-g5a5Q,vn2,sea
kpWFZOJbMusQzXVYfgZgZfWBcWE3rerK1omCNXPSnj3tVsQQdiFtfysn_gzs43LbeMgONF9LYizhtA,euw1,europe
X1WkvJHskU1dMlONWOgBUHDi66Rx3zUcp37p_8mWWQMSW7JwipNT09cXOg8cjRRinUjfSDt8LIBnBA,kr,asia
zVtw6XHfrBl9WPMtTOml3T4Ofg__ChkumJkNxCTBZVsJCtcdtc7zSsRN42VA2kLeLmBTnndT9AZgDQ,euw1,europe
JLN3xBqPsxvP2AgCjoFWIfsRBcHa6DxnsuY97F-3pRPSussrPPw3RDng0XP-3Xzq_7BuRYItCLL-NA,vn2,sea
h5f4Jf40rxgr_2xhJdgsktEg3YXg3ORQGlEKcRcwqiFqTcJL02v47I9JnUFAkUBO2pR9V8LE-5vQ3Q,kr,asia
Uw4aAH8wPuSdL4eEdqAcbn4u4OOV71U7fffOTE0capOLCOFtI9HiRdGim9nZ4DEXxJH9m-ea8Optlg,na1,americas
Ja45-kJ9i1xf-1hfZ6Mcbf9rTeNF03tNE8xwCFyk1p6peXOkSHMGJ67DeWUqzW_-LluIXDVhe0Gaiw,vn2,sea
FsFJQmGZfQg0YBtUG94gIpe9upqFJePUo_UhgMIpDlPsvW11szRag9oUfBeluPGC8GYedaLdsq4meg,na1,americas
aNPVwj1JRqq_nXlg3utFn4gnFchSOh_aHW4V9eohZzBTnlTH6GFkj32tWOJzgOl3VDg2fyabSYQPdQ,kr,asia
c-3-2cIfZtdXMv6cBhK0mj3y7vQztCDuvwM5b6yOxEUy4k4DlUYjIOEfd-L6plvnedHz4Vj_6viAxA,vn2,sea
lDFVYVGYcQC6ydLopZslW3kan9HMDBd5A3vs8G-mlTnsouhRWosWB9XFxmHuWSSC8ENfV3vs5Jh1zw,na1,americas
49Q3GaM2oqcDjkk0I5Xx0_JLgpWCXFQFGHo-jIDwSE9urmK3rqUvXnicgd4udv8tSi4wRQHFCH4bZA,na1,americas
WKus-KlbLAAby6G9C5MhHAzJQz7OZ2Ch7sIXQGHvX_ariQaiHG8iBdinAWj6o_nyzJoqj6UG6rglqA,vn2,sea
CCSBo03DqxrLaROvHOt1m_Exc5UvvPVkWgpsfjW3nycylf4EI7CrIX4xL3QCmy-Xr4UYPvQqUXJBQA,vn2,sea
L9kxIBWE7y1libtQK_HINWtjTfXYbTtZ8q4ZhBlpGEA_ze0iBKBxcHQVNmqfjtYgj3fxsxaKsa6M5Q,euw1,europe
W97q6Yv5-luGepRyqWQOXV9nj7blK56cIA8nKEt_3ueNTqPfjsGMrgTsbfe_dd_DBoURr0uEDL_52w,na1,americas
vYcCPloTwAOvnh-qKlNSIjuH2gXQuuW2ihawZYJW_8sFQhS-xPO-H6JxkSO4epC65_b1KDLGe_8oew,vn2,sea
ufBsSze2E5RTYtZqfi_0-zmJg4dV1wY2dZzvMd6BQ5wWaaR30yb5sy1oZq1YCbLChs0FF9_Lke6Upg,na1,americas
DWLLZXtN0MXLOZDDQKkoK3HdVOOgYz2UeYjodH-5wCnphe3Tq3mftu_5cSHlbqNZnFYnnoSxUMkgRw,euw1,europe
2o98WKywcdVTWjgs7kZZq6yICijB5MEC2SGbAT5ztKe5-aXucW-EbyAJ_hPjdiy3JtGojhk0XyuSIA,kr,asia
e4hq9iVYrVkIPvacyO-4psZmUn6a6t4TU59B7ImHBrwqvnfqd8TX5A9yAz-6hMcfqjrwm87wRPY6-Q,euw1,europe
eRFfutgy7XIZHKjDgKO1C4SUTCIeWVvhxl11h2dGLGwGPMmjzs3ukcY7LkCRcjKCN_SfLHsSHKjlUA,euw1,europe
WlAzkv6LqlrMT9_cBK48lp8PAB-iBpgnWeQeMy0-AFPOQkuCBFEkaULZ889tqTxfil7KnIniJi1oZA,kr,asia
tkJEoDgkY8VyuaylaYAxgB8rplgQukHBvD3pPzwhzeRKEOOoOD4gjNDNTNofIQarbWvrZuO4pR6MOA,vn2,sea
YFLiHZTHsYtRAmUVt5Nd54M1uptWn744rVB1rHv6jVEZ2HvzlTXxMj-1JSZA1q9DrVgu5BxJE6lA0g,na1,americas
9X-VUHG3ox-gUeIbwqu3RXZe4G3iwkmvxqCzTJkPVU4KNCnbvzAV0ag3TmhEOOGD9XfKptwO6ysKhg,euw1,europe
nsGjOY2kJfG5kiWsM2dncM28bWVp01e9wpwynSBUMvOIVXhasjGvTOi2Ll0zeQrscNy08gX92JrNUg,na1,americas
Z3wiGVHUipyrR-YN2lRlEFb45QovMZKpvLb3wtQOOqsWAz-z_b6_iMSxGMfvRIJnQZWeyMb3Z36-ng,na1,americas
9f_CsjCP9nZavWXKrjmfPrywp8u-yLcGJ3Yrs-2R8hYR3dOPDruzuh7mmGG6ak9vXBGKQkNeTMhdRg,vn2,sea
zs8XHWsirJKKlkfLoDSBHZJovl6WvYfMCm1ocx-81BxjIY_XJvpI_AsNPGuWvoy7Hgug66VaBZE2ww,kr,asia
L4_WKryAHGTMydnEhWbCtvxa0fn404Aiq-TebHMudpXcQzqSncG9zrUXv9yPUKCcX9mphLsyamTMUA,euw1,europe
VyZPHr0b7Rz33RhmZh9whs1HR98k7FLuQMSRMuUjbNeYGJKQ-rYnKnsJk3uk1WuY7xckPbR_QnQzUw,kr,asia
zV-VqaoaxzKwT_BbV3EVdv2Tl1JPn2hE44wnvLgIaqLUeniHzid0qdaKfvRoDOb19haTOYoVPQdVSQ,euw1,europe
9xW62ypiggtVySaKSMdo-j3lOTQgM_qBXKZmURjU8mBXJMdQbt1RUmfVUJWJncvhy1URaTEswSRUGA,euw1,europe
_kh_3FMMuWWP1dbhJ231TLFwNnMkEnvQ-FUhFMKOy0oYKk0pywzoFKASLxjL7V5fJ99XGo0n-ljfdQ,na1,americas
sKarZStlU_oNX1eXSsN2D8QIklLpzBSfu01TChcrrLhAv215_fmceXuevL96CTMXO8FiPvP_QAJ_SA,euw1,europe
-Skjt6qO2jwDZUG37K_AzHtFD-WgzE0p53asfqOqKr7CGhXWQbC5RvUk0wZMzFCR2CSvul1B2tz2Ig,euw1,europe
fyb_1yq0rSfVYdkCRsRXb5GUIcANU2FeGrmnvdieU168m9UMBFznwz1vsDa0J-iRP8g8RVQRBRXrvQ,vn2,sea
Qc7ikSa9RU65bvRN5Ei-Yh149Lwq-9HaGbv5cVnpsVaToFjqdDc0TpDnySJ1p0_HLb74PnA2CjugOA,na1,americas
6yBb65mkTOkSQ4J-RXcWsALSZ1-vn4O5Otm7QV0FVJ8VHJDEMX7pNlFAagTNmWKE3COD-cS2c3wOKg,euw1,europe
fzTLcTKqIRR8vEdRHwU9Fyda2a6cXqOTjB6Pm4q7V7M0KRW5rbc1mapQNP4rugrmJ5P8D9xLh8EpQA,na1,americas
CeE6d7jz2gzVdwiLj_3UbSwBLXgqtsf5xQOCzMS6xymIYPPaPncS2C5iOz4zljBfuJ9BZzcWd9rHGQ,kr,asia
1uYXUfxyg6QUoO6US0c1WjjaUOPgARSewNH3K-M2JAOZf3ukU4yfQPMvqtFN3GalbsCPGXrZt4qJNA,na1,americas
NUJ-PDlvoDFnEGcTR1VfLgRxvQOfj0iMmfWRe2Ek_kYeTTAyCgo4sZvxFX1_As5Z3vc9nsEXDgEaMQ,kr,asia
JE5iLMGfuRcQpZcAAUIOZ3Nr-R0JFqwUQr_IdGDr8GeKia8P4lbfqiAbxsJw_OCCLwdfhQKA77vYVA,na1,americas
xg3OICID2ybPzfmHSpwZZ1lj2y_ooNHK1wRKj9xw48PMV1kLa2-qQYnn5Xt0scgjaEpOQxMMDuuZjA,euw1,europe
