match_id
KR_8312058340
VN2_1513508909
VN2_1481686396
VN2_1520706188
VN2_1516294722
KR_8297937364
KR_8300927326
VN2_1503508092
KR_8303839106
NA1_5603258024
VN2_1506511071
NA1_5598914824
EUW1_7928883711
VN2_1508629085
NA1_5607209051
NA1_5604059690
KR_8303611583
VN2_1505516862
EUW1_7931190423
VN2_1432011165
KR_8316336582
EUW1_7933900429
VN2_1505012193
VN2_1454153816
KR_8312723510
VN2_1506242476
VN2_1507044425
NA1_5604102301
VN2_1506418254
VN2_1506236817
KR_8306338549
NA1_5604313904
EUW1_7916659892
EUW1_7917919695
EUW1_7919576258
NA1_5608457914
NA1_5605965738
NA1_5602102666
NA1_5607908004
KR_8305113008
NA1_5604761666
NA1_5603063858
EUW1_7925942070
VN2_1502286549
KR_8307583401
NA1_5603550165
NA1_5605740512
EUW1_7934653285
VN2_1517958763
VN2_1487678695
NA1_5607138436
NA1_5598953369
KR_8306466856
EUW1_7930462716
KR_8316970894
EUW1_7926908488
KR_8187208088
EUW1_7921111400
VN2_1507344539
EUW1_7926203320
KR_8316148057
KR_8299943881
NA1_5607237803
VN2_1507549192
EUW1_7919321865
VN2_1517194930
KR_8305123274
KR_8315847360
VN2_1508949534
VN2_1498626653
VN2_1507683504
VN2_1521997602
NA1_5607443614
NA1_5607495376
KR_8306220457
KR_8309581377
KR_8289828442
NA1_5604041257
NA1_5608954338
NA1_5606753169
EUW1_7925203341
EUW1_7920603485
NA1_5603369898
KR_8294122422
VN2_1513892989
NA1_5601796422
VN2_1507221105
KR_8310434170
NA1_5603351052
EUW1_7934376564
KR_8314337342
NA1_5607267720
EUW1_7908950002
VN2_1492823213
NA1_5600307140
VN2_1506483070
EUW1_7923033438
VN2_1509102171
KR_8315738906
EUW1_7904159057
EUW1_7930904465
KR_8301346129
EUW1_7930772689
VN2_1490624907
VN2_1456298432
NA1_5604971428
VN2_1505172489
NA1_5596489586
NA1_5602372027
NA1_5609113391
EUW1_7930951307
KR_8316108345
KR_8299962927
KR_8291633663
VN2_1503327921
VN2_1496610776
NA1_5606967530
KR_8304734753
KR_8305826762
VN2_1506433381
NA1_5604064826
VN2_1514967034
VN2_1511037540
NA1_5604003077
VN2_1499312958
EUW1_7929110506
VN2_1505963963
KR_8305316969
VN2_1504106314
VN2_1465133005
EUW1_7923094845
EUW1_7927121584
VN2_1503836717
VN2_1506686537
NA1_5608176766
KR_8309598287
NA1_5605435218
NA1_5603249739
KR_8315774169
VN2_1435110545
NA1_5603426810
NA1_5608005774
VN2_1480238119
KR_8315836939
VN2_1507367962
NA1_5610928962
NA1_5602432732
VN2_1505152929
VN2_1507055833
VN2_1507271163
EUW1_7930116391
EUW1_7917300319
NA1_5603266433
EUW1_7926204780
VN2_1507059407
VN2_1450248402
EUW1_7923511789
VN2_1504352360
KR_8309501002
VN2_1503912177
KR_8314745450
NA1_5608570622
NA1_5604693429
EUW1_7926432375
EUW1_7917811377
NA1_5608731048
EUW1_7824005037
VN2_1515159146
NA1_5604536946
EUW1_7910065674
KR_8297481132
EUW1_7923506576
EUW1_7923449649
KR_8300691488
VN2_1517769300
VN2_1513688730
EUW1_7922365427
EUW1_7933029677
EUW1_7920997838
NA1_5600858472
NA1_5574108720
VN2_1506093470
EUW1_7918432055
VN2_1512655814
EUW1_7933830593
KR_8308809678
NA1_5604065999
VN2_1505879766
KR_8300219212
NA1_5600158766
EUW1_7925274073
VN2_1508508685
VN2_1489514879
EUW1_7918029286
NA1_5604946677
KR_8304068407
VN2_1497432879
EUW1_7921037380
NA1_5605244091
VN2_1508897504
NA1_5602256636
VN2_1515904660
KR_8309227566
VN2_1506913420
NA1_5606355445
KR_8304717815
VN2_1482243490
NA1_5601488255
KR_8306063699
KR_8160960963
KR_8312798556
EUW1_7931434909
VN2_1506210792
KR_8302047528
VN2_1504854347
EUW1_7916368860
VN2_1506275296
NA1_5610521944
NA1_5606969600
NA1_5603337902
VN2_1505957523
NA1_5606503909
VN2_1507626161
NA1_5581855755
NA1_5608220749
KR_8316912543
NA1_5604647288
EUW1_7918118667
EUW1_7915119999
EUW1_7917661750
KR_8315783026
VN2_1517889311
VN2_1509462087
NA1_5608982109
VN2_1506509133
NA1_5606726729
KR_8235402206
NA1_5607416203
NA1_5602464532
VN2_1499575221
NA1_5608161866
EUW1_7930297568
VN2_1499739744
NA1_5598838081
NA1_5588291992
NA1_5603265514
VN2_1496173398
VN2_1507182965
KR_8295607078
NA1_5600282173
EUW1_7922509157
EUW1_7925818715
VN2_1483086425
